date,equity,cash,position_value,exposure,total_return,drawdown,positions
2026-04-22,1.56438338,0.0,1.56438338,1.0,0.564383,-0.098105,159259|515880
2026-04-23,1.54025,0.0,1.54025,1.0,0.54025,-0.112018,159259|515880
2026-04-24,1.50816227,0.0,1.50816227,1.0,0.508162,-0.130517,159259|515880
2026-04-27,1.53173271,0.0,1.53173271,1.0,0.531733,-0.116929,159259|515880
2026-04-28,1.50315456,0.0,1.50315456,1.0,0.503155,-0.133404,159259|515880
2026-04-29,1.51828087,0.0,1.51828087,1.0,0.518281,-0.124684,159259|515880
2026-04-30,1.51667041,0.0,1.51667041,1.0,0.51667,-0.125612,159259|515880
2026-05-06,1.55742301,0.0,1.55742301,1.0,0.557423,-0.102118,159259|588200
2026-05-07,1.5870483,0.0,1.5870483,1.0,0.587048,-0.085038,159259|588200
2026-05-08,1.56289025,0.0,1.56289025,1.0,0.56289,-0.098966,159259|588200
2026-05-11,1.63217986,0.0,1.63217986,1.0,0.63218,-0.059019,159259|588200
2026-05-12,1.64245009,0.0,1.64245009,1.0,0.64245,-0.053098,159259|588200
2026-05-13,1.68129163,0.00810697,1.67318466,0.995178,0.681292,-0.030705,588200|588690
2026-05-14,1.64220653,0.00810697,1.63409956,0.995063,0.642207,-0.053239,588200|588690
2026-05-15,1.61687968,0.00810697,1.60877271,0.994986,0.61688,-0.06784,588200|588690
2026-05-18,1.63205888,0.00810697,1.62395191,0.995033,0.632059,-0.059089,588200|588690
2026-05-19,1.68228595,0.00810697,1.67417898,0.995181,0.682286,-0.030132,588200|588690
2026-05-20,1.73968608,0.00810697,1.73157911,0.99534,0.739686,0.0,588200|588690
2026-05-21,1.66228458,0.00810697,1.65417761,0.995123,0.662285,-0.044492,588200|588690
2026-05-22,1.69202713,0.00810697,1.68392016,0.995209,0.692027,-0.027395,588200|588690
2026-05-25,1.7755995,0.00810697,1.76749252,0.995434,0.775599,0.0,588200|588690
2026-05-26,1.75282455,0.00810697,1.74471757,0.995375,0.752825,-0.012827,588200|588690
2026-05-27,1.70189315,0.00810697,1.69378617,0.995236,0.701893,-0.041511,588200|588690
2026-05-28,1.73360811,0.00810697,1.72550114,0.995324,0.733608,-0.023649,588200|588690
2026-05-29,1.65147291,0.00810697,1.64336594,0.995091,0.651473,-0.069907,588200|588690
2026-06-01,1.57456243,0.00810697,1.56645546,0.994851,0.574562,-0.113222,588200|588690
2026-06-02,1.59638337,0.79209388,0.80428949,0.50382,0.596383,-0.100933,588200
2026-06-03,1.62580005,0.79209388,0.83370617,0.512797,0.6258,-0.084366,588200
2026-06-04,1.6377068,0.79209388,0.84561292,0.51634,0.637707,-0.07766,588200
2026-06-05,1.59895149,0.79209388,0.80685761,0.504617,0.598951,-0.099486,588200
2026-06-08,1.56229737,0.79209388,0.77020349,0.492994,0.562297,-0.12013,588200
2026-06-09,1.60525506,0.79209388,0.81316119,0.506562,0.605255,-0.095936,588200
2026-06-10,1.6036208,0.79209388,0.81152693,0.506059,0.603621,-0.096857,588200
2026-06-11,1.61832915,0.79209388,0.82623527,0.510548,0.618329,-0.088573,588200
2026-06-12,1.60829012,0.79209388,0.81619624,0.507493,0.60829,-0.094227,588200
2026-06-15,1.65778486,0.79209388,0.86569098,0.522197,0.657785,-0.066352,588200
2026-06-16,1.66572269,0.79209388,0.87362881,0.524474,0.665723,-0.061882,588200
2026-06-17,1.7140501,0.79209388,0.92195622,0.537882,0.71405,-0.034664,588200
2026-06-18,1.75537354,0.79209388,0.96327966,0.54876,0.755374,-0.011391,588200
2026-06-22,1.77942051,0.79209388,0.98732663,0.554859,0.779421,0.0,588200
2026-06-23,1.76798069,0.79209388,0.97588681,0.551978,0.767981,-0.006429,588200
2026-06-24,1.81397344,0.79209388,1.02187956,0.563338,0.813973,0.0,588200
2026-06-25,1.85436301,0.79209388,1.06226914,0.572849,0.854363,0.0,588200
2026-06-26,1.83965467,0.79209388,1.04756079,0.569433,0.839655,-0.007932,588200
2026-06-29,1.89381872,0.79209388,1.10172485,0.581748,0.893819,0.0,588200
2026-06-30,1.94448079,0.79209388,1.15238691,0.592645,0.944481,0.0,588200
2026-07-01,1.9157645,0.79209388,1.12367063,0.586539,0.915765,-0.014768,588200
2026-07-02,1.8230786,0.79209388,1.03098473,0.565519,0.823079,-0.062434,588200
2026-07-03,1.81303958,0.79209388,1.0209457,0.563113,0.81304,-0.067597,588200
2026-07-06,1.81981008,0.79209388,1.02771621,0.564738,0.81981,-0.064115,588200
2026-07-07,1.82424593,0.79209388,1.03215205,0.565797,0.824246,-0.061834,588200
